h3_index,cluster_id,cluster_meaning
891f5220027ffff,11,11: building_house
891f5220103ffff,11,11: building_house
891f5220107ffff,2,2: building_house
891f522010bffff,2,2: building_house
891f522010fffff,2,2: building_house
891f5220113ffff,2,2: building_house
891f5220117ffff,2,2: building_house
891f522011bffff,2,2: building_house
891f5220123ffff,11,11: building_house
891f5220127ffff,2,2: building_house
891f522012bffff,2,2: building_house
891f522012fffff,2,2: building_house
891f5220133ffff,2,2: building_house
891f5220137ffff,2,2: building_house
891f522013bffff,2,2: building_house
891f5220143ffff,11,11: building_house
891f5220147ffff,2,2: building_house
891f522014fffff,0,0: landuse_industrial
891f5220157ffff,2,2: building_house
891f522015bffff,2,2: building_house
891f5220163ffff,11,11: building_house
891f5220167ffff,2,2: building_house
891f522016bffff,2,2: building_house
891f522016fffff,10,10: building_apartments
891f5220173ffff,2,2: building_house
891f5220177ffff,2,2: building_house
891f522017bffff,2,2: building_house
891f522018fffff,2,2: building_house
891f5220193ffff,11,11: building_house
891f522019bffff,9,9: aeroway_aerodrome
891f52201abffff,2,2: building_house
891f52201afffff,2,2: building_house
891f52201bbffff,2,2: building_house
891f5220303ffff,11,11: building_house
891f5220317ffff,9,9: aeroway_aerodrome
891f5220323ffff,11,11: building_house
891f5220327ffff,2,2: building_house
891f522032bffff,7,7: highway_bus_stop
891f522032fffff,2,2: building_house
891f5220337ffff,10,10: building_apartments
891f5220363ffff,0,0: landuse_industrial
891f522036bffff,3,3: landuse_industrial
891f522036fffff,0,0: landuse_industrial
891f522037bffff,0,0: landuse_industrial
891f52203a3ffff,10,10: building_apartments
891f52203a7ffff,10,10: building_apartments
891f52203afffff,2,2: building_house
891f52203b7ffff,10,10: building_apartments
891f5220523ffff,11,11: building_house
891f522052fffff,7,7: highway_bus_stop
891f5220563ffff,8,8: landuse_industrial
891f5220567ffff,10,10: building_apartments
891f522056fffff,2,2: building_house
891f5220573ffff,0,0: landuse_industrial
891f5220577ffff,0,0: landuse_industrial
891f52205b3ffff,8,8: landuse_industrial
891f52205b7ffff,3,3: landuse_industrial
891f5220803ffff,11,11: building_house
891f5220807ffff,2,2: building_house
891f522080bffff,2,2: building_house
891f522080fffff,2,2: building_house
891f5220813ffff,2,2: building_house
891f5220817ffff,2,2: building_house
891f522081bffff,2,2: building_house
891f5220823ffff,11,11: building_house
891f5220827ffff,2,2: building_house
891f522082bffff,2,2: building_house
891f522082fffff,2,2: building_house
891f5220833ffff,2,2: building_house
891f5220837ffff,2,2: building_house
891f522083bffff,2,2: building_house
891f5220843ffff,11,11: building_house
891f5220847ffff,0,0: landuse_industrial
891f522084bffff,2,2: building_house
891f522084fffff,2,2: building_house
891f5220853ffff,2,2: building_house
891f5220857ffff,2,2: building_house
891f522085bffff,0,0: landuse_industrial
891f5220863ffff,11,11: building_house
891f5220867ffff,2,2: building_house
891f522086bffff,2,2: building_house
891f522086fffff,2,2: building_house
891f5220873ffff,2,2: building_house
891f5220877ffff,2,2: building_house
891f522087bffff,0,0: landuse_industrial
891f522088bffff,2,2: building_house
891f522088fffff,2,2: building_house
891f52208a3ffff,8,8: landuse_industrial
891f52208abffff,0,0: landuse_industrial
891f52208afffff,10,10: building_apartments
891f52208b7ffff,0,0: landuse_industrial
891f52208bbffff,0,0: landuse_industrial
891f52208cbffff,2,2: building_house
891f52208cfffff,2,2: building_house
891f52208dbffff,2,2: building_house
891f5220903ffff,7,7: highway_bus_stop
891f5220907ffff,7,7: highway_bus_stop
891f522090bffff,2,2: building_house
891f522090fffff,10,10: building_apartments
891f5220913ffff,7,7: highway_bus_stop
891f5220917ffff,2,2: building_house
891f522091bffff,6,6: building_office
891f5220933ffff,2,2: building_house
891f522094bffff,6,6: building_office
891f5220957ffff,6,6: building_office
891f522095bffff,2,2: building_house
891f522096bffff,11,11: building_house
891f522096fffff,2,2: building_house
891f5220973ffff,2,2: building_house
891f5220983ffff,11,11: building_house
891f5220987ffff,6,6: building_office
891f522098bffff,4,4: landuse_cemetery
891f522098fffff,6,6: building_office
891f5220993ffff,0,0: landuse_industrial
891f5220997ffff,0,0: landuse_industrial
891f522099bffff,3,3: landuse_industrial
891f52209a3ffff,7,7: highway_bus_stop
891f52209abffff,7,7: highway_bus_stop
891f52209afffff,3,3: landuse_industrial
891f52209b3ffff,7,7: highway_bus_stop
891f52209bbffff,2,2: building_house
891f52209c7ffff,0,0: landuse_industrial
891f52209cbffff,2,2: building_house
891f52209d7ffff,0,0: landuse_industrial
891f5220a03ffff,11,11: building_house
891f5220a07ffff,2,2: building_house
891f5220a13ffff,2,2: building_house
891f5220a17ffff,2,2: building_house
891f5220a1bffff,2,2: building_house
891f5220a33ffff,2,2: building_house
891f5220a37ffff,2,2: building_house
891f5220a43ffff,11,11: building_house
891f5220a4bffff,2,2: building_house
891f5220a4fffff,2,2: building_house
891f5220a53ffff,2,2: building_house
891f5220a57ffff,2,2: building_house
891f5220a5bffff,2,2: building_house
891f5220a6bffff,11,11: building_house
891f5220a7bffff,2,2: building_house
891f5220a83ffff,11,11: building_house
891f5220a87ffff,2,2: building_house
891f5220a8bffff,2,2: building_house
891f5220a8fffff,2,2: building_house
891f5220a93ffff,2,2: building_house
891f5220a97ffff,0,0: landuse_industrial
891f5220a9bffff,2,2: building_house
891f5220aa3ffff,4,4: landuse_cemetery
891f5220aa7ffff,2,2: building_house
891f5220aabffff,2,2: building_house
891f5220aafffff,2,2: building_house
891f5220ab3ffff,0,0: landuse_industrial
891f5220ab7ffff,2,2: building_house
891f5220abbffff,2,2: building_house
891f5220ac3ffff,11,11: building_house
891f5220ac7ffff,2,2: building_house
891f5220acbffff,2,2: building_house
891f5220acfffff,2,2: building_house
891f5220ad3ffff,2,2: building_house
891f5220ad7ffff,2,2: building_house
891f5220adbffff,2,2: building_house
891f5220b07ffff,11,11: building_house
891f5220b0bffff,11,11: building_house
891f5220b0fffff,2,2: building_house
891f5220b1bffff,2,2: building_house
891f5220b23ffff,11,11: building_house
891f5220b27ffff,2,2: building_house
891f5220b2bffff,2,2: building_house
891f5220b2fffff,2,2: building_house
891f5220b33ffff,2,2: building_house
891f5220b37ffff,2,2: building_house
891f5220b3bffff,2,2: building_house
891f5220b47ffff,2,2: building_house
891f5220b67ffff,2,2: building_house
891f5220b73ffff,2,2: building_house
891f5220b77ffff,2,2: building_house
891f5220b83ffff,11,11: building_house
891f5220b87ffff,2,2: building_house
891f5220b93ffff,2,2: building_house
891f5220b97ffff,2,2: building_house
891f5220b9bffff,2,2: building_house
891f5220ba3ffff,4,4: landuse_cemetery
891f5220ba7ffff,2,2: building_house
891f5220babffff,4,4: landuse_cemetery
891f5220bafffff,2,2: building_house
891f5220bb3ffff,2,2: building_house
891f5220bb7ffff,2,2: building_house
891f5220bbbffff,4,4: landuse_cemetery
891f5220bc3ffff,11,11: building_house
891f5220bd3ffff,2,2: building_house
891f5220bd7ffff,2,2: building_house
891f5220bdbffff,2,2: building_house
891f5220c0fffff,11,11: building_house
891f5220c17ffff,8,8: landuse_industrial
891f5220c23ffff,11,11: building_house
891f5220c27ffff,10,10: building_apartments
891f5220c33ffff,2,2: building_house
891f5220c37ffff,10,10: building_apartments
891f5220c3bffff,2,2: building_house
891f5220c43ffff,11,11: building_house
891f5220c4bffff,10,10: building_apartments
891f5220c4fffff,2,2: building_house
891f5220c53ffff,0,0: landuse_industrial
891f5220c57ffff,0,0: landuse_industrial
891f5220c5bffff,2,2: building_house
891f5220cb3ffff,7,7: highway_bus_stop
891f5220cbbffff,8,8: landuse_industrial
891f5220cc7ffff,7,7: highway_bus_stop
891f5220ccbffff,2,2: building_house
891f5220cdbffff,2,2: building_house
891f5220d03ffff,3,3: landuse_industrial
891f5220d07ffff,3,3: landuse_industrial
891f5220d17ffff,6,6: building_office
891f5220d23ffff,9,9: aeroway_aerodrome
891f5220d27ffff,10,10: building_apartments
891f5220d2bffff,3,3: landuse_industrial
891f5220d2fffff,10,10: building_apartments
891f5220d33ffff,5,5: shop_greengrocer
891f5220d37ffff,5,5: shop_greengrocer
891f5220d3bffff,9,9: aeroway_aerodrome
891f5220d53ffff,0,0: landuse_industrial
891f5220d67ffff,0,0: landuse_industrial
891f5220d6bffff,2,2: building_house
891f5220d6fffff,0,0: landuse_industrial
891f5220d77ffff,9,9: aeroway_aerodrome
891f5220d7bffff,3,3: landuse_industrial
891f5220d83ffff,9,9: aeroway_aerodrome
891f5220d87ffff,10,10: building_apartments
891f5220d8fffff,5,5: shop_greengrocer
891f5220d93ffff,3,3: landuse_industrial
891f5220d97ffff,0,0: landuse_industrial
891f5220d9bffff,3,3: landuse_industrial
891f5220da3ffff,5,5: shop_greengrocer
891f5220da7ffff,5,5: shop_greengrocer
891f5220dabffff,5,5: shop_greengrocer
891f5220dafffff,5,5: shop_greengrocer
891f5220db3ffff,10,10: building_apartments
891f5220db7ffff,10,10: building_apartments
891f5220dbbffff,10,10: building_apartments
891f5220dcbffff,8,8: landuse_industrial
891f5220dcfffff,0,0: landuse_industrial
891f5220dd3ffff,6,6: building_office
891f5220e03ffff,11,11: building_house
891f5220e07ffff,2,2: building_house
891f5220e0bffff,2,2: building_house
891f5220e0fffff,2,2: building_house
891f5220e13ffff,2,2: building_house
891f5220e17ffff,2,2: building_house
891f5220e1bffff,2,2: building_house
891f5220e27ffff,0,0: landuse_industrial
891f5220e2bffff,2,2: building_house
891f5220e2fffff,2,2: building_house
891f5220e33ffff,2,2: building_house
891f5220e37ffff,10,10: building_apartments
891f5220e3bffff,2,2: building_house
891f5220e43ffff,11,11: building_house
891f5220e47ffff,2,2: building_house
891f5220e4bffff,2,2: building_house
891f5220e4fffff,2,2: building_house
891f5220e53ffff,2,2: building_house
891f5220e57ffff,2,2: building_house
891f5220e5bffff,2,2: building_house
891f5220e63ffff,11,11: building_house
891f5220e67ffff,2,2: building_house
891f5220e6bffff,2,2: building_house
891f5220e6fffff,2,2: building_house
891f5220e73ffff,2,2: building_house
891f5220e77ffff,2,2: building_house
891f5220e7bffff,2,2: building_house
891f5220e83ffff,11,11: building_house
891f5220e87ffff,2,2: building_house
891f5220e8bffff,10,10: building_apartments
891f5220e8fffff,2,2: building_house
891f5220e93ffff,2,2: building_house
891f5220e97ffff,2,2: building_house
891f5220e9bffff,2,2: building_house
891f5220ea3ffff,11,11: building_house
891f5220ea7ffff,2,2: building_house
891f5220eabffff,2,2: building_house
891f5220eafffff,2,2: building_house
891f5220eb3ffff,2,2: building_house
891f5220eb7ffff,2,2: building_house
891f5220ebbffff,2,2: building_house
891f5220ec3ffff,11,11: building_house
891f5220ec7ffff,10,10: building_apartments
891f5220ecbffff,2,2: building_house
891f5220ecfffff,2,2: building_house
891f5220ed3ffff,10,10: building_apartments
891f5220ed7ffff,10,10: building_apartments
891f5220edbffff,10,10: building_apartments
891f5221803ffff,11,11: building_house
891f5221807ffff,2,2: building_house
891f522180fffff,2,2: building_house
891f5221813ffff,2,2: building_house
891f5221817ffff,2,2: building_house
891f5221823ffff,4,4: landuse_cemetery
891f5221827ffff,11,11: building_house
891f522182bffff,11,11: building_house
891f522182fffff,2,2: building_house
891f5221833ffff,2,2: building_house
891f5221837ffff,2,2: building_house
891f522183bffff,2,2: building_house
891f5221863ffff,11,11: building_house
891f5221867ffff,2,2: building_house
891f522186bffff,2,2: building_house
891f522186fffff,2,2: building_house
891f5221873ffff,2,2: building_house
891f5221887ffff,11,11: building_house
891f522188fffff,2,2: building_house
891f5221897ffff,2,2: building_house
891f52218a3ffff,11,11: building_house
891f52218a7ffff,2,2: building_house
891f52218abffff,2,2: building_house
891f52218afffff,2,2: building_house
891f52218b3ffff,2,2: building_house
891f52218b7ffff,2,2: building_house
891f52218bbffff,2,2: building_house
891f5221903ffff,11,11: building_house
891f5221907ffff,2,2: building_house
891f522190fffff,2,2: building_house
891f5221913ffff,2,2: building_house
891f5221917ffff,2,2: building_house
891f5221923ffff,11,11: building_house
891f522192bffff,2,2: building_house
891f522192fffff,0,0: landuse_industrial
891f5221933ffff,2,2: building_house
891f5221937ffff,2,2: building_house
891f522193bffff,2,2: building_house
891f5221943ffff,11,11: building_house
891f522194bffff,2,2: building_house
891f522194fffff,2,2: building_house
891f5221953ffff,2,2: building_house
891f522195bffff,2,2: building_house
891f5221963ffff,11,11: building_house
891f5221967ffff,2,2: building_house
891f522196bffff,2,2: building_house
891f522196fffff,2,2: building_house
891f5221973ffff,2,2: building_house
891f5221977ffff,2,2: building_house
891f522197bffff,2,2: building_house
891f5221983ffff,7,7: highway_bus_stop
891f5221987ffff,2,2: building_house
891f522198bffff,2,2: building_house
891f522198fffff,2,2: building_house
891f5221993ffff,2,2: building_house
891f5221997ffff,0,0: landuse_industrial
891f522199bffff,2,2: building_house
891f52219a3ffff,11,11: building_house
891f52219a7ffff,2,2: building_house
891f52219abffff,2,2: building_house
891f52219afffff,2,2: building_house
891f52219b3ffff,2,2: building_house
891f52219b7ffff,2,2: building_house
891f52219bbffff,2,2: building_house
891f52219d3ffff,2,2: building_house
891f52219d7ffff,2,2: building_house
891f52219dbffff,2,2: building_house
891f5221b03ffff,11,11: building_house
891f5221b07ffff,7,7: highway_bus_stop
891f5221b13ffff,7,7: highway_bus_stop
891f5221b1bffff,2,2: building_house
891f5221b23ffff,8,8: landuse_industrial
891f5221b43ffff,7,7: highway_bus_stop
891f5221b4fffff,7,7: highway_bus_stop
891f5221b53ffff,7,7: highway_bus_stop
891f5221b57ffff,8,8: landuse_industrial
891f5221b6bffff,8,8: landuse_industrial
891f5221b83ffff,11,11: building_house
891f5221b87ffff,2,2: building_house
891f5221b8bffff,2,2: building_house
891f5221b8fffff,2,2: building_house
891f5221b93ffff,2,2: building_house
891f5221b97ffff,2,2: building_house
891f5221babffff,2,2: building_house
891f5221bc3ffff,11,11: building_house
891f5221bcbffff,2,2: building_house
891f5221bcfffff,2,2: building_house
891f5221bd7ffff,2,2: building_house
891f5221c27ffff,11,11: building_house
891f5221c37ffff,2,2: building_house
891f5221ca7ffff,0,0: landuse_industrial
891f5221d03ffff,11,11: building_house
891f5221d07ffff,2,2: building_house
891f5221d0bffff,2,2: building_house
891f5221d0fffff,2,2: building_house
891f5221d13ffff,2,2: building_house
891f5221d17ffff,2,2: building_house
891f5221d1bffff,2,2: building_house
891f5221d23ffff,11,11: building_house
891f5221d27ffff,2,2: building_house
891f5221d2bffff,2,2: building_house
891f5221d2fffff,2,2: building_house
891f5221d33ffff,2,2: building_house
891f5221d37ffff,2,2: building_house
891f5221d3bffff,2,2: building_house
891f5221d43ffff,11,11: building_house
891f5221d47ffff,2,2: building_house
891f5221d4bffff,2,2: building_house
891f5221d4fffff,2,2: building_house
891f5221d53ffff,2,2: building_house
891f5221d57ffff,2,2: building_house
891f5221d5bffff,2,2: building_house
891f5221d63ffff,11,11: building_house
891f5221d67ffff,2,2: building_house
891f5221d6bffff,2,2: building_house
891f5221d6fffff,2,2: building_house
891f5221d73ffff,2,2: building_house
891f5221d77ffff,2,2: building_house
891f5221d7bffff,2,2: building_house
891f5221d83ffff,11,11: building_house
891f5221d87ffff,2,2: building_house
891f5221d8bffff,2,2: building_house
891f5221d8fffff,2,2: building_house
891f5221d97ffff,2,2: building_house
891f5221d9bffff,2,2: building_house
891f5221da3ffff,11,11: building_house
891f5221da7ffff,2,2: building_house
891f5221dabffff,2,2: building_house
891f5221dafffff,2,2: building_house
891f5221db3ffff,2,2: building_house
891f5221db7ffff,2,2: building_house
891f5221dbbffff,2,2: building_house
891f5221dc3ffff,11,11: building_house
891f5221dc7ffff,2,2: building_house
891f5221dcbffff,2,2: building_house
891f5221dcfffff,2,2: building_house
891f5221dd3ffff,0,0: landuse_industrial
891f5221dd7ffff,2,2: building_house
891f5221ddbffff,2,2: building_house
891f5222103ffff,11,11: building_house
891f5222107ffff,2,2: building_house
891f522210bffff,2,2: building_house
891f522210fffff,2,2: building_house
891f5222117ffff,0,0: landuse_industrial
891f5222123ffff,11,11: building_house
891f5222127ffff,2,2: building_house
891f522212bffff,10,10: building_apartments
891f522212fffff,2,2: building_house
891f5222133ffff,2,2: building_house
891f5222137ffff,2,2: building_house
891f522213bffff,2,2: building_house
891f5222163ffff,11,11: building_house
891f5222167ffff,0,0: landuse_industrial
891f522216bffff,10,10: building_apartments
891f522216fffff,5,5: shop_greengrocer
891f5222173ffff,2,2: building_house
891f5222177ffff,2,2: building_house
891f522217bffff,2,2: building_house
891f5222183ffff,7,7: highway_bus_stop
891f5222187ffff,8,8: landuse_industrial
891f522218fffff,8,8: landuse_industrial
891f52221a3ffff,0,0: landuse_industrial
891f52221a7ffff,8,8: landuse_industrial
891f52221abffff,2,2: building_house
891f52221afffff,2,2: building_house
891f52221b3ffff,0,0: landuse_industrial
891f52221b7ffff,0,0: landuse_industrial
891f52221bbffff,8,8: landuse_industrial
891f52223a7ffff,10,10: building_apartments
891f52223b7ffff,2,2: building_house
891f522252fffff,7,7: highway_bus_stop
891f52225a7ffff,4,4: landuse_cemetery
891f5222807ffff,11,11: building_house
891f5222813ffff,11,11: building_house
891f5222817ffff,2,2: building_house
891f5222823ffff,11,11: building_house
891f5222827ffff,2,2: building_house
891f5222833ffff,2,2: building_house
891f5222837ffff,2,2: building_house
891f522284bffff,11,11: building_house
891f522284fffff,2,2: building_house
891f5222863ffff,11,11: building_house
891f5222867ffff,2,2: building_house
891f522286bffff,6,6: building_office
891f522286fffff,3,3: landuse_industrial
891f5222873ffff,2,2: building_house
891f522287bffff,7,7: highway_bus_stop
891f522288bffff,2,2: building_house
891f522288fffff,2,2: building_house
891f5222893ffff,11,11: building_house
891f52228a3ffff,11,11: building_house
891f52228a7ffff,2,2: building_house
891f52228abffff,2,2: building_house
891f52228afffff,2,2: building_house
891f52228c7ffff,0,0: landuse_industrial
891f5222903ffff,11,11: building_house
891f522290bffff,0,0: landuse_industrial
891f522290fffff,2,2: building_house
891f5222913ffff,0,0: landuse_industrial
891f522291bffff,3,3: landuse_industrial
891f5222923ffff,11,11: building_house
891f5222927ffff,2,2: building_house
891f522292bffff,0,0: landuse_industrial
891f522292fffff,2,2: building_house
891f5222933ffff,2,2: building_house
891f5222937ffff,2,2: building_house
891f522293bffff,2,2: building_house
891f5222943ffff,6,6: building_office
891f5222947ffff,6,6: building_office
891f522294fffff,3,3: landuse_industrial
891f5222953ffff,0,0: landuse_industrial
891f5222957ffff,6,6: building_office
891f5222963ffff,11,11: building_house
891f5222967ffff,2,2: building_house
891f522296fffff,2,2: building_house
891f5222973ffff,0,0: landuse_industrial
891f5222977ffff,0,0: landuse_industrial
891f522297bffff,0,0: landuse_industrial
891f5222987ffff,11,11: building_house
891f522298bffff,0,0: landuse_industrial
891f522298fffff,0,0: landuse_industrial
891f5222993ffff,11,11: building_house
891f5222997ffff,2,2: building_house
891f522299bffff,0,0: landuse_industrial
891f52229a3ffff,11,11: building_house
891f52229a7ffff,2,2: building_house
891f52229afffff,2,2: building_house
891f52229b3ffff,2,2: building_house
891f52229b7ffff,2,2: building_house
891f52229c7ffff,0,0: landuse_industrial
891f52229cbffff,2,2: building_house
891f52229cfffff,3,3: landuse_industrial
891f52229d7ffff,0,0: landuse_industrial
891f52229dbffff,2,2: building_house
891f5222a03ffff,11,11: building_house
891f5222a07ffff,6,6: building_office
891f5222a17ffff,3,3: landuse_industrial
891f5222a1bffff,10,10: building_apartments
891f5222a23ffff,8,8: landuse_industrial
891f5222a27ffff,8,8: landuse_industrial
891f5222a33ffff,8,8: landuse_industrial
891f5222a37ffff,0,0: landuse_industrial
891f5222a3bffff,7,7: highway_bus_stop
891f5222a77ffff,8,8: landuse_industrial
891f5222a87ffff,7,7: highway_bus_stop
891f5222a8fffff,6,6: building_office
891f5222a97ffff,2,2: building_house
891f5222aa3ffff,8,8: landuse_industrial
891f5222aa7ffff,6,6: building_office
891f5222aafffff,3,3: landuse_industrial
891f5222ab7ffff,6,6: building_office
891f5222abbffff,8,8: landuse_industrial
891f5222ac3ffff,11,11: building_house
891f5222acbffff,10,10: building_apartments
891f5222acfffff,0,0: landuse_industrial
891f5222b03ffff,6,6: building_office
891f5222b07ffff,6,6: building_office
891f5222b0bffff,6,6: building_office
891f5222b0fffff,3,3: landuse_industrial
891f5222b17ffff,3,3: landuse_industrial
891f5222b23ffff,0,0: landuse_industrial
891f5222b27ffff,0,0: landuse_industrial
891f5222b2bffff,3,3: landuse_industrial
891f5222b2fffff,0,0: landuse_industrial
891f5222b33ffff,3,3: landuse_industrial
891f5222b37ffff,0,0: landuse_industrial
891f5222b3bffff,3,3: landuse_industrial
891f5222b47ffff,6,6: building_office
891f5222b4fffff,6,6: building_office
891f5222b53ffff,0,0: landuse_industrial
891f5222b63ffff,6,6: building_office
891f5222b6bffff,3,3: landuse_industrial
891f5222b6fffff,6,6: building_office
891f5222b73ffff,3,3: landuse_industrial
891f5222b77ffff,3,3: landuse_industrial
891f5222b83ffff,6,6: building_office
891f5222b8bffff,3,3: landuse_industrial
891f5222b8fffff,3,3: landuse_industrial
891f5222b93ffff,0,0: landuse_industrial
891f5222b9bffff,0,0: landuse_industrial
891f5222ba3ffff,11,11: building_house
891f5222babffff,0,0: landuse_industrial
891f5222bafffff,0,0: landuse_industrial
891f5222bb3ffff,8,8: landuse_industrial
891f5222bbbffff,0,0: landuse_industrial
891f5222bcbffff,8,8: landuse_industrial
891f5222bcfffff,8,8: landuse_industrial
891f5222bd3ffff,3,3: landuse_industrial
891f5222c0bffff,11,11: building_house
891f5222c13ffff,11,11: building_house
891f5222c17ffff,2,2: building_house
891f5222c2bffff,2,2: building_house
891f5222c37ffff,0,0: landuse_industrial
891f5222c43ffff,11,11: building_house
891f5222c4bffff,2,2: building_house
891f5222c4fffff,2,2: building_house
891f5222c53ffff,2,2: building_house
891f5222c57ffff,2,2: building_house
891f5222c5bffff,2,2: building_house
891f5222c8fffff,3,3: landuse_industrial
891f5222ca3ffff,0,0: landuse_industrial
891f5222ca7ffff,0,0: landuse_industrial
891f5222cabffff,8,8: landuse_industrial
891f5222cafffff,0,0: landuse_industrial
891f5222cb7ffff,8,8: landuse_industrial
891f5222cbbffff,3,3: landuse_industrial
891f5222cc3ffff,0,0: landuse_industrial
891f5222cc7ffff,2,2: building_house
891f5222ccbffff,2,2: building_house
891f5222cd3ffff,0,0: landuse_industrial
891f5222cd7ffff,2,2: building_house
891f5222cdbffff,2,2: building_house
891f5222d03ffff,11,11: building_house
891f5222d0bffff,2,2: building_house
891f5222d0fffff,8,8: landuse_industrial
891f5222d17ffff,2,2: building_house
891f5222d23ffff,11,11: building_house
891f5222d27ffff,2,2: building_house
891f5222d2fffff,2,2: building_house
891f5222d33ffff,2,2: building_house
891f5222d37ffff,0,0: landuse_industrial
891f5222d3bffff,2,2: building_house
891f5222d57ffff,2,2: building_house
891f5222d63ffff,7,7: highway_bus_stop
891f5222d67ffff,0,0: landuse_industrial
891f5222d6bffff,2,2: building_house
891f5222d6fffff,0,0: landuse_industrial
891f5222d77ffff,8,8: landuse_industrial
891f5222d83ffff,1,1: amenity_nightclub
891f5222d87ffff,11,11: building_house
891f5222d8bffff,0,0: landuse_industrial
891f5222d8fffff,0,0: landuse_industrial
891f5222d9bffff,2,2: building_house
891f5222da3ffff,10,10: building_apartments
891f5222da7ffff,0,0: landuse_industrial
891f5222dabffff,0,0: landuse_industrial
891f5222db3ffff,2,2: building_house
891f5222db7ffff,2,2: building_house
891f5222dbbffff,0,0: landuse_industrial
891f5222dc3ffff,11,11: building_house
891f5222dc7ffff,6,6: building_office
891f5222dcbffff,2,2: building_house
891f5222dcfffff,2,2: building_house
891f5222dd3ffff,0,0: landuse_industrial
891f5222dd7ffff,0,0: landuse_industrial
891f5222ddbffff,2,2: building_house
891f5222e23ffff,11,11: building_house
891f5222e27ffff,2,2: building_house
891f5222e33ffff,2,2: building_house
891f5222e47ffff,11,11: building_house
891f5222e4fffff,0,0: landuse_industrial
891f5222e77ffff,9,9: aeroway_aerodrome
891f5222e93ffff,2,2: building_house
891f5222e97ffff,2,2: building_house
891f5222ec3ffff,8,8: landuse_industrial
891f5222ec7ffff,0,0: landuse_industrial
891f5222ecfffff,8,8: landuse_industrial
891f5222ed3ffff,6,6: building_office
891f5222ed7ffff,6,6: building_office
891f5222edbffff,6,6: building_office
891f5224003ffff,10,10: building_apartments
891f5224007ffff,10,10: building_apartments
891f522400bffff,10,10: building_apartments
891f522400fffff,10,10: building_apartments
891f5224013ffff,10,10: building_apartments
891f5224017ffff,10,10: building_apartments
891f522401bffff,0,0: landuse_industrial
891f5224023ffff,11,11: building_house
891f5224027ffff,0,0: landuse_industrial
891f522402bffff,2,2: building_house
891f522402fffff,2,2: building_house
891f5224033ffff,2,2: building_house
891f5224037ffff,2,2: building_house
891f522403bffff,2,2: building_house
891f522404bffff,7,7: highway_bus_stop
891f5224053ffff,5,5: shop_greengrocer
891f5224057ffff,0,0: landuse_industrial
891f5224073ffff,2,2: building_house
891f5224077ffff,2,2: building_house
891f5224083ffff,11,11: building_house
891f5224087ffff,0,0: landuse_industrial
891f522408bffff,7,7: highway_bus_stop
891f522408fffff,0,0: landuse_industrial
891f5224093ffff,2,2: building_house
891f5224097ffff,2,2: building_house
891f522409bffff,2,2: building_house
891f52240a3ffff,11,11: building_house
891f52240a7ffff,2,2: building_house
891f52240abffff,2,2: building_house
891f52240afffff,2,2: building_house
891f52240b3ffff,0,0: landuse_industrial
891f52240b7ffff,0,0: landuse_industrial
891f52240bbffff,0,0: landuse_industrial
891f52240c3ffff,11,11: building_house
891f52240cbffff,2,2: building_house
891f52240cfffff,0,0: landuse_industrial
891f52240d3ffff,2,2: building_house
891f52240d7ffff,2,2: building_house
891f52240dbffff,2,2: building_house
891f5224103ffff,6,6: building_office
891f5224107ffff,7,7: highway_bus_stop
891f522410bffff,0,0: landuse_industrial
891f522410fffff,6,6: building_office
891f5224113ffff,7,7: highway_bus_stop
891f5224117ffff,7,7: highway_bus_stop
891f522411bffff,2,2: building_house
891f522413bffff,6,6: building_office
891f5224143ffff,6,6: building_office
891f5224147ffff,2,2: building_house
891f522414bffff,2,2: building_house
891f522414fffff,2,2: building_house
891f5224153ffff,2,2: building_house
891f5224157ffff,2,2: building_house
891f522415bffff,2,2: building_house
891f522416bffff,11,11: building_house
891f5224173ffff,2,2: building_house
891f522417bffff,2,2: building_house
891f5224187ffff,8,8: landuse_industrial
891f522418fffff,8,8: landuse_industrial
891f52241c3ffff,0,0: landuse_industrial
891f52241c7ffff,0,0: landuse_industrial
891f52241cbffff,2,2: building_house
891f52241cfffff,2,2: building_house
891f52241d3ffff,0,0: landuse_industrial
891f52241d7ffff,3,3: landuse_industrial
891f52241dbffff,2,2: building_house
891f5224203ffff,0,0: landuse_industrial
891f522420bffff,0,0: landuse_industrial
891f522420fffff,2,2: building_house
891f5224213ffff,3,3: landuse_industrial
891f522421bffff,0,0: landuse_industrial
891f5224223ffff,0,0: landuse_industrial
891f5224227ffff,2,2: building_house
891f522422bffff,0,0: landuse_industrial
891f522422fffff,2,2: building_house
891f5224237ffff,10,10: building_apartments
891f522423bffff,0,0: landuse_industrial
891f5224243ffff,11,11: building_house
891f5224247ffff,0,0: landuse_industrial
891f522424bffff,0,0: landuse_industrial
891f522424fffff,0,0: landuse_industrial
891f5224253ffff,7,7: highway_bus_stop
891f5224257ffff,0,0: landuse_industrial
891f522425bffff,0,0: landuse_industrial
891f5224263ffff,11,11: building_house
891f5224267ffff,0,0: landuse_industrial
891f522426bffff,8,8: landuse_industrial
891f522426fffff,2,2: building_house
891f5224273ffff,0,0: landuse_industrial
891f5224277ffff,2,2: building_house
891f522427bffff,0,0: landuse_industrial
891f5224287ffff,7,7: highway_bus_stop
891f522428bffff,3,3: landuse_industrial
891f522428fffff,8,8: landuse_industrial
891f5224297ffff,7,7: highway_bus_stop
